Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Talimat No,Renk,Beden,Sağlam(dz),Miktar (kg.)
 12.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,21903 - 32314-C,SKY,ONE SİZE,8.67,2.900
 12.Jan.2023,GECE,A0024,2023-2,2023-2 - 2023-2,SİYAH,35-38,13.58,3.050
 12.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,21826 - 31902,Ö.LİLA,ONE SİZE,9.67,3.460
 12.Jan.2023,GECE,A0009,POLKA DOTA TRAINER BLUE,21831 - 32011,Ş.PEMBE,35-38,13.42,3.200
 12.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,21827 - 31917,GR-17,ONE SİZE,8.00,3.300
 12.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,21828 - 31917,GR-17,ONE SİZE,12.17,4.900
 12.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,21830 - 32011,NİL YEŞİLİ,35-38,10.75,2.450
 12.Jan.2023,GECE,A0010,TENIS KISAKONC,21890 - 32493-C,BEYAZ,ONE SİZE,14.58,4.170
 12.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA TRAINER BLUE,21831 - 32011,Ş.PEMBE,35-38,10.33,2.490
 12.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,21844-1 - 31902,MÜRDÜM,ONE SİZE,10.42,3.730
 12.Jan.2023,GÜNDÜZ,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,10.42,3.740
 12.Jan.2023,GÜNDÜZ,A0035,TEK ARI,21844-1 - 31911,OLIO,ONE SİZE,8.00,3.130
 12.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,21828 - 31917,LACİVERT,ONE SİZE,11.92,4.680
 12.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,21945 - 8492926,GR-2,ONE SİZE,11.00,0.000
 12.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,21827 - 31912,GR-17,ONE SİZE,8.00,3.100
 12.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,21827 - 31917,MAVİ,ONE SİZE,11.00,4.480
 12.Jan.2023,GÜNDÜZ,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,10.33,3.230
 12.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,21830 - 32011,NİL YEŞİLİ,35-38,11.83,2.730
 12.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,8.17,3.210
 12.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,21828 - 31909,YENİ MARİN,4-7,7.33,2.850
 12.Jan.2023,GECE,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,12.50,3.980
 12.Jan.2023,GECE,A0021,FLORAL ANKLE,21828 - 31912,A.PEMBE,ONE SİZE,12.17,4.450
 12.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,1.58,0.580
 12.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.08,2.410
 12.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,21828 - 31909,TOPAZ,4-7,8.33,3.180
 12.Jan.2023,GECE,A0013,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,11.33,4.540
 12.Jan.2023,GECE,A0023,2023-1,2023-1 - 2023-1,SİYAH,35-38,17.58,6.210
 12.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,21827 - 31917,MAVİ,ONE SİZE,7.67,3.090
 12.Jan.2023,GECE,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,3.83,1.330
 12.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,21827 - 31917,LACİVERT,ONE SİZE,4.50,1.800
 12.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,8.42,3.280
 12.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,VTEC-P1 - VTEC-P1,PEMBE4004-FUŞYA,36-41,19.00,0.000
 12.Jan.2023,GECE,A0004,TEK  PAPTYA,21828 - 31909,GR-2,4-7,12.42,4.720
 12.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,21624 - 37341482,SİYAH,10-13,13.83,2.590
 12.Jan.2023,GECE,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,14.83,5.360
 12.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-MAVİ,39-42,10.00,0.000
 12.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,21828 - 31909,GR-2,4-7,8.25,3.180
 12.Jan.2023,GECE,A0015,2023-1,2023-1 - 2023-1,SİYAH,35-38,15.25,5.480
 12.Jan.2023,GECE,A0001,POLKA DOTA TRAINER BLUE,21832 - 32011,SKY,35-38,15.67,3.720
 13.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,7.17,2.510
 13.Jan.2023,GECE,A0009,POLKA DOTA TRAINER BLUE,21832 - 32011,Ş.PEMBE,35-38,15.67,3.730
 13.Jan.2023,GECE,A0012,2023-1,2023-1 - 2023-1,BEYAZ,35-38,14.50,4.670
 13.Jan.2023,GÜNDÜZ,A0015,2023-1,2023-1 - 2023-1,SİYAH,35-38,9.17,3.310
 13.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,17.42,4.230
 13.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,21831 - 32011,NİL YEŞİLİ,35-38,9.50,2.230
 13.Jan.2023,GÜNDÜZ,A0035,TEK ARI,21844-1 - 31911,OLIO,ONE SİZE,7.00,2.730
 13.Jan.2023,GECE,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-MAVİ,39-42,6.00,0.000
 13.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,21828 - 31917,LACİVERT,ONE SİZE,6.92,2.750
 13.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,7.17,2.820
 13.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,21826 - 31902,Ö.LİLA,ONE SİZE,12.25,4.180
 13.Jan.2023,GECE,A0032,DALSIZ PAPTYA,21828 - 31909,YENİ MARİN,4-7,11.42,4.390
 13.Jan.2023,GECE,A0035,TEK ARI,21844-1 - 31911,OLIO,ONE SİZE,11.58,4.490
 13.Jan.2023,GECE,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.42,3.350
 13.Jan.2023,GECE,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,12.67,4.020
 13.Jan.2023,GECE,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,14.92,4.790
 13.Jan.2023,GECE,A0015,2023-1,2023-1 - 2023-1,SİYAH,35-38,14.00,4.990
 13.Jan.2023,GECE,A0023,2023-1,2023-1 - 2023-1,SİYAH,35-38,16.33,5.780
 13.Jan.2023,GÜNDÜZ,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,8.83,2.880
 13.Jan.2023,GECE,A0010,TENIS KISAKONC,21890 - 32493-C,BEYAZ,ONE SİZE,11.08,3.200
 13.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,21624 - 37341482,SİYAH,10-13,2.00,0.380
 13.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,VTEC-P1 - VTEC-P1,PEMBE4004-FUŞYA,36-41,19.00,0.000
 13.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA TRAINER BLUE,21832 - 32011,Ş.PEMBE,35-38,9.33,2.210
 13.Jan.2023,GECE,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,11.75,4.650
 13.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,7.58,2.470
 13.Jan.2023,GECE,A0001,DALGA DESEN,21900 - 32412,A.LİLA,ONE SİZE,11.75,4.360
 13.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,21828 - 31917,GR-17,ONE SİZE,11.83,4.950
 13.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,21827 - 31912,GR-17,ONE SİZE,6.92,2.700
 13.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,7.67,2.420
 13.Jan.2023,GÜNDÜZ,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,8.58,3.070
 13.Jan.2023,GÜNDÜZ,A0001,DALGA DESEN,21900 - 32412,A.LİLA,ONE SİZE,5.92,2.160
 13.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,8.83,2.070
 13.Jan.2023,GECE,A0002,FLORAL ANKLE,21827 - 31912,GR-17,ONE SİZE,11.92,4.700
 13.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,21831 - 32011,NİL YEŞİLİ,35-38,15.58,3.600
 13.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,21828 - 31912,A.PEMBE,ONE SİZE,7.50,2.630
 13.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,21844-1 - 31902,Y.AGZI,ONE SİZE,7.42,2.520
 13.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,21828 - 31917,LACİVERT,ONE SİZE,7.25,2.870
 13.Jan.2023,GECE,A0024,2023-2,2023-2 - 2023-2,SİYAH,35-38,13.00,3.010
 13.Jan.2023,GECE,A0004,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.92,3.560
 13.Jan.2023,GÜNDÜZ,A0025,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,7.17,2.750
 13.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,7.00,2.830
 13.Jan.2023,GECE,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,14.83,3.500
 13.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,21844-1 - 31902,Y.AGZI,ONE SİZE,12.08,4.200
 13.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,11.67,4.110
 13.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,21828 - 31909,YENİ MARİN,4-7,7.25,2.710
 13.Jan.2023,GECE,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,14.67,5.340
 13.Jan.2023,GECE,A0017,TUBE CEMBERLI ,21945 - 8492926,GR-2,ONE SİZE,30.00,0.000
 13.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,21626 - 21626,SİYAH,10-13,14.08,2.630
 13.Jan.2023,GECE,A0027,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,12.58,4.080
 13.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-MAVİ,39-42,12.00,0.000
 13.Jan.2023,GECE,A0013,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,11.75,4.690
 13.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,21827 - 31917,MAVİ,ONE SİZE,2.50,1.000
 13.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,7.08,1.710
 13.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,21826 - 31902,Ö.LİLA,ONE SİZE,7.42,2.510
 13.Jan.2023,GÜNDÜZ,A0004,2023-2,2023-2 - 2023-2,SİYAH,35-38,7.67,1.890
 13.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,21827 - 31917,MAVİ,ONE SİZE,5.00,2.020
 13.Jan.2023,GÜNDÜZ,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,9.25,3.280
 13.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,21945 - 8492926,GR-2,ONE SİZE,10.00,0.000
 13.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,21828 - 31917,MAVİ,ONE SİZE,9.00,3.640
 13.Jan.2023,GECE,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,15.42,5.450
 13.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,21828 - 31917,GR-17,ONE SİZE,7.00,2.880
 13.Jan.2023,GECE,A0034,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,8.00,0.000
 13.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,VTEC-P1 - VTEC-P1,PEMBE4004-FUŞYA,36-41,12.00,0.000
 13.Jan.2023,GECE,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,3.92,0.810
 13.Jan.2023,GECE,A0021,FLORAL ANKLE,21828 - 31912,A.PEMBE,ONE SİZE,11.00,4.040
 13.Jan.2023,GÜNDÜZ,A0012,2023-1,2023-1 - 2023-1,BEYAZ,35-38,8.75,2.800
 13.Jan.2023,GECE,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,16.00,0.000
 13.Jan.2023,GECE,A0025,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,11.92,4.690
 13.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,8.25,1.930
 13.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,21626 - 21626,SİYAH,10-13,6.17,1.150
 15.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,21828 - 31912,A.PEMBE,ONE SİZE,5.08,1.860
 15.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA TRAINER BLUE,21832 - 32011,Ş.PEMBE,35-38,19.25,4.570
 15.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,19.92,7.070
 15.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,21625 - 21625,SİYAH,6-9,17.17,3.020
 15.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,22.75,7.290
 15.Jan.2023,GÜNDÜZ,A0015,2023-1,2023-1 - 2023-1,SİYAH,35-38,26.17,9.370
 15.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,10.75,4.310
 15.Jan.2023,GÜNDÜZ,A0024,2023-2,2023-2 - 2023-2,SİYAH,35-38,18.00,4.170
 15.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,21826 - 31902,Ö.LİLA,ONE SİZE,20.33,7.060
 15.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,23.25,5.070
 15.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,21828 - 31917,MAVİ,ONE SİZE,18.58,7.530
 15.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,25.25,5.910
 15.Jan.2023,GÜNDÜZ,A0032,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,18.25,5.930
 15.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,21828 - 31912,GR-17,ONE SİZE,19.33,7.650
 15.Jan.2023,GÜNDÜZ,A0023,2023-1,2023-1 - 2023-1,SİYAH,35-38,20.75,7.330
 15.Jan.2023,GÜNDÜZ,A0035,TEK ARI,21844-1 - 31911,OLIO,ONE SİZE,10.92,4.380
 15.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,SİYAH,36-41,16.00,0.000
 15.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,25.75,5.810
 15.Jan.2023,GÜNDÜZ,A0012,2023-1,2023-1 - 2023-1,BEYAZ,35-38,24.50,7.950
 15.Jan.2023,GÜNDÜZ,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,26.83,9.540
 15.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,22.33,5.440
 15.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,21844-1 - 31902,Y.AGZI,ONE SİZE,5.08,1.750
 15.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,VTEC-P1 - VTEC-P1,PEMBE4004-FUŞYA,36-41,15.00,0.000
 15.Jan.2023,GÜNDÜZ,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,24.42,8.970
 15.Jan.2023,GÜNDÜZ,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,23.92,5.000
 15.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,21832 - 32011,NİL YEŞİLİ,35-38,13.50,3.180
 15.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,21826 - 31902,B.PEMBE,ONE SİZE,15.08,5.200
 15.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,22.92,7.380
 15.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,6.75,1.700
 15.Jan.2023,GÜNDÜZ,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,25.67,8.080
 15.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,21626 - 21626,SİYAH,6-9,5.25,0.920
 15.Jan.2023,GÜNDÜZ,A0035,TEK ARI,21828 - 31911,OLIO,ONE SİZE,8.67,3.480
 15.Jan.2023,GÜNDÜZ,A0001,DALGA DESEN,21900 - 32412,A.LİLA,ONE SİZE,15.92,5.850
 15.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,10.50,3.450
 15.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,20.92,8.290
 15.Jan.2023,GÜNDÜZ,A0025,EKRU ÇOK ARI,21844-1 - 31911,EKRU-2,ONE SİZE,11.08,4.210
 15.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,21945 - 8492926,GR-2,ONE SİZE,27.00,0.000
 15.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,25.00,0.000
 15.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,24.00,0.000
 15.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,30.17,7.280
 15.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,21828 - 31909,YENİ MARİN,4-7,4.00,1.530
 15.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,11.50,3.570
 15.Jan.2023,GÜNDÜZ,A0004,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.00,2.420
 15.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,21831 - 32011,NİL YEŞİLİ,35-38,12.83,3.070
 15.Jan.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,5.00,1.190
 15.Jan.2023,GÜNDÜZ,A0010,TENIS KISAKONC,21890 - 32493-C,BEYAZ,ONE SİZE,19.17,5.620
 16.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,21945 - 8492926,GR-2,ONE SİZE,2.00,0.000
 16.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.33,2.380
 16.Jan.2023,GECE,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,11.83,4.580
 16.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,10.00,0.000
 16.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,GR-17,36-41,9.00,0.000
 16.Jan.2023,GÜNDÜZ,A0001,DALGA DESEN,21900 - 32412,A.LİLA,ONE SİZE,7.42,2.710
 16.Jan.2023,GÜNDÜZ,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,10.42,3.810
 16.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,SİYAH,36-41,18.00,0.000
 16.Jan.2023,GECE,A0023,2023-1,2023-1 - 2023-1,SİYAH,35-38,15.25,5.430
 16.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,11.33,2.770
 16.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,11.25,3.500
 16.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,11.00,0.000
 16.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,GR-17,36-41,18.00,0.000
 16.Jan.2023,GECE,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,12.92,4.160
 16.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,8.50,2.960
 16.Jan.2023,GECE,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,15.00,4.780
 16.Jan.2023,GÜNDÜZ,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,10.92,3.820
 16.Jan.2023,GECE,A0035,TEK ARI,21828 - 31911,OLIO,ONE SİZE,11.83,4.660
 16.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,21826 - 31902,B.PEMBE,ONE SİZE,7.50,2.630
 16.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,21626 - 21626,GRİ 12,6-9,11.50,2.030
 16.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,SİYAH,36-41,19.00,0.000
 16.Jan.2023,GECE,A0003,RIB ANKLE PURPLE,21826 - 31902,B.PEMBE,ONE SİZE,11.67,4.060
 16.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,21844-1 - 31911,SKY,ONE SİZE,8.42,3.270
 16.Jan.2023,GECE,A0027,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,12.75,4.160
 16.Jan.2023,GECE,A0025,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,15.33,4.900
 16.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,21862 - 30680-4,SKY,ONE SİZE,9.25,2.960
 16.Jan.2023,GECE,A0034,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,11.00,0.000
 16.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,21827 - 31902,Ö.LİLA,ONE SİZE,12.00,4.040
 16.Jan.2023,GECE,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,14.08,3.180
 16.Jan.2023,GECE,A0002,FLORAL ANKLE,21828 - 31912,GR-17,ONE SİZE,11.58,4.470
 16.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,12.25,2.940
 16.Jan.2023,GECE,A0006,CARERA PATİK,CST130/24CS - CST130/24CS,SİYAH-SARI,39-42,14.00,0.000
 16.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,9.92,2.090
 16.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,21828 - 31917,MAVİ,ONE SİZE,4.58,1.840
 16.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,12.17,2.910
 16.Jan.2023,GÜNDÜZ,A0023,2023-1,2023-1 - 2023-1,SİYAH,35-38,10.58,3.730
 16.Jan.2023,GECE,A0036,2023-1,2023-1 - 2023-1,BEYAZ,35-38,15.00,4.780
 16.Jan.2023,GECE,A0002,FLORAL ANKLE,21828 - 31912,GR-17,ONE SİZE,11.58,4.470
 16.Jan.2023,GECE,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,15.25,5.500
 16.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,21826 - 31902,Ö.LİLA,ONE SİZE,7.42,2.490
 16.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,21626 - 21626,GRİ 12,6-9,11.50,2.030
 16.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,21827 - 31902,MÜRDÜM,ONE SİZE,3.33,1.150
 16.Jan.2023,GECE,A0014,2023-1,2023-1 - 2023-1,LACİVERT,35-38,15.25,5.500
 16.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,7.83,2.420
 16.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,21826 - 31902,MÜRDÜM,ONE SİZE,8.58,2.970
 16.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,17.58,4.310
 16.Jan.2023,GECE,A0001,EDGE FRIIL,21913 - 32299-A,BEYAZ,ONE SİZE,10.17,2.710
 16.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,21832 - 32011,NİL YEŞİLİ,35-38,11.42,2.620
 16.Jan.2023,GECE,A0015,2023-1,2023-1 - 2023-1,SİYAH,35-38,14.83,5.170
 16.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,15.00,3.580
 16.Jan.2023,GECE,A0004,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.75,3.520
 16.Jan.2023,GECE,A0016,2023-1,2023-1 - 2023-1,SİYAH,35-38,15.42,5.380
 16.Jan.2023,GECE,A0012,2023-1,2023-1 - 2023-1,BEYAZ,35-38,14.92,4.620
 16.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,21827 - 31902,Ö.LİLA,ONE SİZE,12.00,4.040
 16.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,17.25,4.170
 16.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,6.33,1.540
 16.Jan.2023,GECE,A0004,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.75,3.520
 16.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,10.08,2.250
 16.Jan.2023,GÜNDÜZ,A0035,TEK ARI,21828 - 31911,OLIO,ONE SİZE,6.25,2.340
 16.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,21832 - 32011,NİL YEŞİLİ,35-38,15.92,3.740
 16.Jan.2023,GECE,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,13.67,2.950
 16.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,35-38,6.33,1.540
