Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Talimat No,Renk,Beden,Sağlam(dz),Miktar (kg.)
 25.Jan.2023,GÜNDÜZ,A0028,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,10.83,3.040
 25.Jan.2023,GECE,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,13.92,3.000
 25.Jan.2023,GECE,A0032,HAVLU TENIS,FDD-01 - EDA23-001,SİYAH,35-38,6.00,3.610
 25.Jan.2023,GÜNDÜZ,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,9.50,1.680
 25.Jan.2023,GECE,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,13.92,5.100
 25.Jan.2023,GECE,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,14.33,3.250
 25.Jan.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,12.33,3.880
 25.Jan.2023,GECE,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,13.50,2.390
 25.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,9.50,2.090
 25.Jan.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,9.50,2.840
 25.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,11.67,3.060
 25.Jan.2023,GÜNDÜZ,A0032,HAVLU TENIS,FDD-01 - EDA23-001,SİYAH,43-46,4.00,2.800
 25.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,14.50,4.960
 25.Jan.2023,GÜNDÜZ,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,8.00,1.450
 25.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,10.75,3.380
 25.Jan.2023,GÜNDÜZ,A0018,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,223 BEJ,36-41,26.00,0.000
 25.Jan.2023,GECE,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,14.00,0.000
 25.Jan.2023,GECE,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.83,3.410
 25.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,16.75,4.440
 25.Jan.2023,GECE,A0036,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,16.67,5.160
 25.Jan.2023,GÜNDÜZ,A0002,ÇİÇEKLI,21828 - 31918,H.LACİVERT,ONE SİZE,9.92,3.390
 25.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,17.08,4.560
 25.Jan.2023,GECE,A0004,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,15.50,4.810
 25.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,10.17,2.150
 25.Jan.2023,GECE,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,10.33,1.890
 25.Jan.2023,GECE,A0014,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,14.00,4.310
 25.Jan.2023,GÜNDÜZ,A0030,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,10.17,2.760
 25.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,7.50,2.460
 25.Jan.2023,GECE,A0017,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,EKRU-2,36-41,16.00,0.000
 25.Jan.2023,GECE,A0015,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,15.00,4.540
 25.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,11.25,3.070
 25.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,16.33,4.290
 25.Jan.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,10.83,3.330
 25.Jan.2023,GECE,A0002,ÇİÇEKLI,21828 - 31918,H.LACİVERT,ONE SİZE,12.00,4.040
 25.Jan.2023,GÜNDÜZ,A0036,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,9.58,3.000
 25.Jan.2023,GÜNDÜZ,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,11.58,3.280
 25.Jan.2023,GECE,A0001,KISAKONC,4684 - ZİTA-6A,GRİ,35-38,7.50,2.280
 25.Jan.2023,GÜNDÜZ,A0027,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,11.33,3.120
 25.Jan.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,15.00,0.000
 25.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,16.17,4.410
 25.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,10.00,0.000
 25.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,GÜL KURUSU,36-41,13.00,0.000
 25.Jan.2023,GECE,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,15.67,4.530
 25.Jan.2023,GÜNDÜZ,A0004,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,13.50,4.150
 25.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,11.17,3.030
 25.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,11.00,0.000
 25.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,11.50,2.980
 25.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,15.75,4.420
 25.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,VTEC-P2 - VTEC-P2,GÜL KURUSU,36-41,2.00,0.000
 25.Jan.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,10.67,3.320
 25.Jan.2023,GECE,A0032,HAVLU TENIS,FDD-01 - EDA23-001,SİYAH,43-46,4.17,2.970
 25.Jan.2023,GECE,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,SİYAH,36-41,19.00,0.000
 25.Jan.2023,GECE,A0003,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,15.25,4.280
 25.Jan.2023,GECE,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,14.25,2.970
 25.Jan.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,11.42,2.970
 25.Jan.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,SİYAH,35-38,15.25,3.600
 25.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.25,2.340
 25.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,16.58,4.400
 26.Jan.2023,GÜNDÜZ,A0036,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,11.25,3.520
 26.Jan.2023,GÜNDÜZ,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,13.83,2.530
 26.Jan.2023,GÜNDÜZ,A0014,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.00,4.950
 26.Jan.2023,GÜNDÜZ,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,SİYAH,36-41,17.00,0.000
 26.Jan.2023,GÜNDÜZ,A0002,ÇİÇEKLI,21828 - 31918,H.LACİVERT,ONE SİZE,8.00,2.730
 26.Jan.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,35-38,22.08,11.190
 26.Jan.2023,GÜNDÜZ,A0001,KISAKONC,4684 - ZİTA-6A,BEYAZ,35-38,10.75,3.060
 26.Jan.2023,GÜNDÜZ,A0001,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.92,4.690
 26.Jan.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.00,2.390
 26.Jan.2023,GÜNDÜZ,A0014,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,5.58,1.970
 26.Jan.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,15.50,4.310
 26.Jan.2023,GÜNDÜZ,A0016,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.83,5.260
 26.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,13.17,3.450
 26.Jan.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,10.75,3.200
 26.Jan.2023,GÜNDÜZ,A0009,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,3.67,1.080
 26.Jan.2023,GÜNDÜZ,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,9.42,3.410
 26.Jan.2023,GÜNDÜZ,A0018,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,223 BEJ,36-41,5.00,0.000
 26.Jan.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,SİYAH,35-38,15.08,3.550
 26.Jan.2023,GÜNDÜZ,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,29.75,6.310
 26.Jan.2023,GÜNDÜZ,A0018,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,223 BEJ,36-41,14.00,0.000
 26.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,16.67,4.540
 26.Jan.2023,GÜNDÜZ,A0032,HAVLU TENIS,FDD-01 - EDA23-001,SİYAH,35-38,3.17,1.950
 26.Jan.2023,GÜNDÜZ,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,SİYAH,36-41,10.00,0.000
 26.Jan.2023,GÜNDÜZ,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,16.17,4.750
 26.Jan.2023,GÜNDÜZ,A0029,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,3.67,1.120
 26.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,11.25,3.500
 26.Jan.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,9.92,2.930
 26.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,10.25,2.150
 26.Jan.2023,GÜNDÜZ,A0021,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,3.75,1.130
 26.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,15.00,0.000
 26.Jan.2023,GÜNDÜZ,A0028,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,8.92,2.850
 26.Jan.2023,GÜNDÜZ,A0002,ÇEMBERLI,21827 - 31918,H.LACİVERT,ONE SİZE,10.00,3.360
 26.Jan.2023,GÜNDÜZ,A0017,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,EKRU-2,36-41,18.00,0.000
 26.Jan.2023,GÜNDÜZ,A0028,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,15.08,4.900
 26.Jan.2023,GÜNDÜZ,A0036,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,16.92,5.220
 26.Jan.2023,GÜNDÜZ,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,15.75,3.320
 26.Jan.2023,GÜNDÜZ,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,13.83,5.000
 26.Jan.2023,GÜNDÜZ,A0027,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,15.25,4.890
 26.Jan.2023,GÜNDÜZ,A0029,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,16.25,4.960
 26.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,39-42,14.25,3.800
 26.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,10.00,2.320
 26.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,16.00,0.000
 26.Jan.2023,GÜNDÜZ,A0024,2023-3,2023-3 - 2023-3,SİYAH,35-38,13.92,2.470
 26.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,12.00,0.000
 26.Jan.2023,GÜNDÜZ,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,9.50,1.680
 26.Jan.2023,GÜNDÜZ,A0009,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.00,4.570
 26.Jan.2023,GÜNDÜZ,A0017,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,EKRU-2,36-41,13.00,0.000
 26.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,GR-2,35-38,3.75,0.850
 26.Jan.2023,GÜNDÜZ,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,10.92,3.200
 26.Jan.2023,GÜNDÜZ,A0021,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,8.42,4.860
 26.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,10.33,3.430
 26.Jan.2023,GÜNDÜZ,A0027,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,9.00,2.880
 26.Jan.2023,GÜNDÜZ,A0015,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.42,5.150
 26.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,11.00,0.000
 26.Jan.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,35-38,1.67,0.860
 26.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.67,3.380
 26.Jan.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,43-46,13.75,4.250
 26.Jan.2023,GÜNDÜZ,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,8.75,1.590
 26.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,14.33,3.110
 26.Jan.2023,GÜNDÜZ,A0010,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.00,4.550
 26.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,11.50,3.140
 26.Jan.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.33,5.140
 26.Jan.2023,GÜNDÜZ,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,14.17,2.500
 26.Jan.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,6.42,2.180
 26.Jan.2023,GÜNDÜZ,A0015,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,6.42,2.280
 26.Jan.2023,GÜNDÜZ,A0030,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,15.83,4.940
 26.Jan.2023,GÜNDÜZ,A0010,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,4.33,1.300
 26.Jan.2023,GÜNDÜZ,A0024,2023-3,2023-3 - 2023-3,SİYAH,35-38,9.50,1.670
 26.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,16.92,5.270
 26.Jan.2023,GÜNDÜZ,A0016,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,6.92,2.440
 26.Jan.2023,GÜNDÜZ,A0030,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,9.00,2.820
 26.Jan.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,15.75,4.350
 26.Jan.2023,GÜNDÜZ,A0002,ÇİÇEKLI,21828 - 31918,H.LACİVERT,ONE SİZE,2.00,0.670
 26.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,15.08,5.160
 27.Jan.2023,GECE,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,15.08,3.450
 27.Jan.2023,GÜNDÜZ,A0018,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,GÜL KURUSU,36-41,24.00,0.000
 27.Jan.2023,GÜNDÜZ,A0017,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,EKRU-2,36-41,12.00,0.000
 27.Jan.2023,GECE,A0010,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.58,4.480
 27.Jan.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,VTEC-P4 - VTEC-P4,BEYAZ,36-41,14.00,0.000
 27.Jan.2023,GECE,A0028,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,15.08,4.800
 27.Jan.2023,GECE,A0027,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,16.67,5.200
 27.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,8.92,2.480
 27.Jan.2023,GECE,A0021,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,16.50,5.010
 27.Jan.2023,GECE,A0016,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.67,5.190
 27.Jan.2023,GECE,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,SİYAH,36-41,5.00,0.000
 27.Jan.2023,GÜNDÜZ,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,8.08,1.470
 27.Jan.2023,GÜNDÜZ,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,9.17,1.920
 27.Jan.2023,GÜNDÜZ,A0014,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,9.50,3.300
 27.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,13.33,4.160
 27.Jan.2023,GECE,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,14.67,3.080
 27.Jan.2023,GÜNDÜZ,A0028,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,9.92,3.170
 27.Jan.2023,GECE,A0017,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,EKRU-2,36-41,3.00,0.000
 27.Jan.2023,GECE,A0011,2023-2,2023-2 - 2023-2,BEYAZ,35-38,14.25,3.080
 27.Jan.2023,GÜNDÜZ,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,9.92,2.910
 27.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,17.42,4.760
 27.Jan.2023,GÜNDÜZ,A0001,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,9.75,2.950
 27.Jan.2023,GECE,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,LACİVERT,36-41,13.00,0.000
 27.Jan.2023,GECE,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.33,5.130
 27.Jan.2023,GECE,A0018,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,GÜL KURUSU,36-41,18.00,0.000
 27.Jan.2023,GÜNDÜZ,A0032,HAVLU TENIS,FDD-01 - EDA23-001,KIRMIZI,39-42,6.08,4.060
 27.Jan.2023,GECE,A0015,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.50,5.170
 27.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,17.00,5.160
 27.Jan.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,9.33,2.150
 27.Jan.2023,GÜNDÜZ,A0010,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,10.17,3.050
 27.Jan.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,14.00,0.000
 27.Jan.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,39-42,9.58,2.660
 27.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,9.08,3.120
 27.Jan.2023,GÜNDÜZ,A0026,BAYAN KÜÇÜK NOKTA,VTEC-P3 - VTEC-P3,SİYAH,36-41,11.00,0.000
 27.Jan.2023,GÜNDÜZ,A0015,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,9.50,3.340
 27.Jan.2023,GECE,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,14.83,5.350
 27.Jan.2023,GECE,A0023,2023-2,2023-2 - 2023-2,SİYAH,35-38,14.92,3.540
 27.Jan.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,SİYAH,35-38,9.08,2.180
 27.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,1.00,0.000
 27.Jan.2023,GECE,A0033,2023-3,2023-3 - 2023-3,SİYAH,35-38,13.50,2.460
 27.Jan.2023,GECE,A0036,SÜPERCITY TENIS,BLANC2023-1 - BLANC2023-1,BEYAZ-SİYAH,41-46,11.25,5.390
 27.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,10.00,0.000
 27.Jan.2023,GÜNDÜZ,A0011,2023-2,2023-2 - 2023-2,BEYAZ,35-38,9.25,1.960
 27.Jan.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,35-38,3.50,1.770
 27.Jan.2023,GÜNDÜZ,A0027,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,10.25,3.240
 27.Jan.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,8.92,3.130
 27.Jan.2023,GECE,A0024,2023-3,2023-3 - 2023-3,SİYAH,35-38,12.92,2.300
 27.Jan.2023,GÜNDÜZ,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,9.00,3.170
 27.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,4584 - ZİTA-6,SİYAH,47-50,14.17,4.960
 27.Jan.2023,GECE,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,13.75,2.450
 27.Jan.2023,GECE,A0030,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,15.42,4.800
 27.Jan.2023,GÜNDÜZ,A0021,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,10.08,3.090
 27.Jan.2023,GECE,A0009,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.33,4.610
 27.Jan.2023,GECE,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,15.33,4.300
 27.Jan.2023,GECE,A0032,HAVLU TENIS,FDD-01 - EDA23-001,KIRMIZI,39-42,7.67,5.150
 27.Jan.2023,GECE,A0029,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,15.25,4.750
 27.Jan.2023,GECE,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,16.08,4.940
 27.Jan.2023,GÜNDÜZ,A0036,SÜPERCITY TENIS,BLANC2023-1 - BLANC2023-1,BEYAZ-SİYAH,41-46,4.00,1.920
 27.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,10.00,0.000
 27.Jan.2023,GÜNDÜZ,A0030,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,10.00,3.120
 27.Jan.2023,GÜNDÜZ,A0002,ÇEMBERLI,21827 - 31918,H.LACİVERT,ONE SİZE,7.58,2.560
 27.Jan.2023,GECE,A0014,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,13.67,4.900
 27.Jan.2023,GECE,A0002,ÇEMBERLI,21827 - 31918,H.LACİVERT,ONE SİZE,12.42,4.150
 27.Jan.2023,GÜNDÜZ,A0009,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,9.50,2.880
 27.Jan.2023,GÜNDÜZ,A0029,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,9.75,2.970
 27.Jan.2023,GÜNDÜZ,A0024,2023-3,2023-3 - 2023-3,SİYAH,35-38,8.50,1.500
 27.Jan.2023,GECE,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,35-38,12.92,6.600
 27.Jan.2023,GÜNDÜZ,A0032,HAVLU TENIS,FDD-01 - EDA23-001,KIRMIZI,35-38,10.25,6.410
 27.Jan.2023,GECE,A0001,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,5.58,1.710
 27.Jan.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,9.33,2.800
 27.Jan.2023,GECE,A0019,KISAKONC,4684 - ZİTA-6A,SİYAH,35-38,16.42,4.850
 27.Jan.2023,GECE,A0032,HAVLU TENIS,FDD-01 - EDA23-001,KIRMIZI,43-46,1.42,1.000
 27.Jan.2023,GÜNDÜZ,A0031,2023-3,2023-3 - 2023-3,SİYAH,35-38,8.33,1.480
 27.Jan.2023,GÜNDÜZ,A0016,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,9.33,3.260
 27.Jan.2023,GECE,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,39-42,15.00,0.000
 27.Jan.2023,GÜNDÜZ,A0008,2023-2,2023-2 - 2023-2,BEYAZ,35-38,9.17,1.930
 27.Jan.2023,GECE,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,14.58,3.080
 29.Jan.2023,GECE,A0012,CODE 3P.XX SHORT,4584 - ZİTA-6,BEYAZ,43-46,26.00,8.110
 29.Jan.2023,GECE,A0036,SÜPERCITY TENIS,BLANC2023-1 - BLANC2023-1,BEYAZ-SİYAH,41-46,16.00,8.980
 29.Jan.2023,GECE,A0009,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,25.33,7.680
 29.Jan.2023,GECE,A0007,2023-2,2023-2 - 2023-2,BEYAZ,35-38,23.83,4.930
 29.Jan.2023,GECE,A0021,KISAKONC,4684 - ZİTA-6A,BEYAZ,39-42,28.33,8.600
 29.Jan.2023,GECE,A0027,KISAKONC,4684 - ZİTA-6A,SİYAH,39-42,27.42,8.660
 29.Jan.2023,GECE,A0025,KISAKONC,4684 - ZİTA-6A,SİYAH,43-46,24.75,8.950
 29.Jan.2023,GECE,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,35-38,20.58,10.450
 29.Jan.2023,GECE,A0022,2023-2,2023-2 - 2023-2,SİYAH,35-38,24.67,5.750
