,Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad,Yıl,Hafta
1768,2023-01-09,GECE,A0027,12.92,4.06,Soket,MANTAR DESEN,2023,2
1769,2023-01-31,GECE,A0007,16.0,2.71,Babet,CEMBERLI BABET,2023,5
1770,2023-01-29,GECE,A0008,24.5,5.15,Patik,2023-2,2023,4
1771,2023-01-30,GÜNDÜZ,A0021,3.92,1.14,Patik,KISAKONC SİM ÇEMBER,2023,5
1772,2023-01-19,GÜNDÜZ,A0030,11.75,3.06,Patik,CODE 3P.XX SHORT,2023,3
1773,2023-02-06,GECE,A0033,13.58,2.47,Babet,2023-3,2023,6
1774,2023-01-05,GECE,A0009,12.33,4.55,Soket,POLKA DOTA ANKLE BLUE,2023,1
1775,2023-01-22,GECE,A0029,29.5,7.67,Patik,CODE 3P.XX SHORT,2023,3
1776,2023-01-09,GÜNDÜZ,A0011,9.67,3.19,Soket,2023-1,2023,2
1777,2023-01-12,GÜNDÜZ,A0030,10.75,2.45,Soket,POLKA DOTA TRAINER BLUE,2023,2
1778,2023-01-22,GECE,A0009,5.0,1.22,Patik,CODE 3P.XX SHORT,2023,3
1779,2023-02-01,GECE,A0008,11.5,2.12,Babet,KAMUFLAJ  BABET,2023,5
1780,2023-01-11,GÜNDÜZ,A0036,7.33,2.49,Soket,2023-1,2023,2
1781,2023-02-06,GÜNDÜZ,A0017,7.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
1782,2023-02-16,GECE,A0023,14.17,3.74,Soket,CEMBERLI YILDIZLI PATİK,2023,7
1783,2023-01-20,GECE,A0001,16.67,4.63,Kısa Konç,KISAKONC,2023,3
1784,2023-01-09,GECE,A0001,12.17,4.41,Soket,POLKA DOTA ANKLE BLUE,2023,2
1785,2023-01-18,GÜNDÜZ,A0001,7.58,2.05,Soket,EDGE FRIIL,2023,3
1786,2023-01-18,GECE,A0020,6.25,0.0,Soket,RIB ANKLE PURPLE,2023,3
1787,2023-02-12,GECE,A0034,23.0,0.0,Patik,CARERA PATİK,2023,6
1788,2023-01-16,GECE,A0015,14.83,5.17,Soket,2023-1,2023,3
1789,2023-02-09,GÜNDÜZ,A0022,10.25,2.18,Patik,2023-2,2023,6
1790,2023-01-23,GECE,A0029,16.58,4.34,Patik,CODE 3P.XX SHORT,2023,4
1791,2023-01-23,GECE,A0009,16.83,4.31,Patik,CODE 3P.XX SHORT,2023,4
1792,2023-02-06,GECE,A0016,14.83,5.28,Kısa Konç,KISAKONC,2023,6
1793,2023-02-06,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,6
1794,2023-01-27,GÜNDÜZ,A0021,10.08,3.09,Kısa Konç,KISAKONC,2023,4
1795,2023-02-08,GECE,A0001,11.42,4.04,Soket,KALPLI SOKET,2023,6
1796,2023-01-11,GÜNDÜZ,A0018,6.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
1797,2023-02-17,GECE,A0007,13.42,2.11,Babet,2023-3,2023,7
1798,2023-01-27,GECE,A0009,15.33,4.61,Kısa Konç,KISAKONC,2023,4
1799,2023-01-19,GECE,A0032,14.17,4.54,Patik,CODE 3P.XX SHORT,2023,3
1800,2023-02-15,GECE,A0030,21.0,7.75,Soket,KALPLI SOKET,2023,7
1801,2023-01-22,GECE,A0033,13.67,2.51,Babet,2023-3,2023,3
1802,2023-01-16,GECE,A0029,15.0,3.58,Patik,CODE 3P.XX SHORT,2023,3
1803,2023-01-02,GECE,A0023,11.92,4.6,Soket,FLAMINGO SOKET,2023,1
1804,2023-01-31,GECE,A0009,20.42,4.41,Patik,D,2023,5
1805,2023-01-13,GÜNDÜZ,A0013,7.0,2.83,Soket,EKRU ÇOK ARI,2023,2
1806,2023-02-20,GECE,A0003,16.67,4.22,Patik,CODE 3P.XX SHORT,2023,8
1807,2023-02-20,GECE,A0029,3.0,1.09,Soket,PUNALI SOKET,2023,8
1808,2023-02-10,GECE,A0032,14.83,8.74,Soket,3P-TENİS HAVLU,2023,6
1809,2023-02-22,GÜNDÜZ,A0029,8.83,3.17,Soket,PUNALI SOKET,2023,8
1810,2023-02-20,GECE,A0031,18.75,9.97,Soket,3P-TENİS HAVLU,2023,8
1811,2023-02-08,GÜNDÜZ,A0035,4.17,1.47,Kısa Konç,KISAKONC,2023,6
1812,2023-01-07,GECE,A0024,8.83,3.42,Soket,FLAMINGO SOKET,2023,1
1813,2023-02-07,GÜNDÜZ,A0035,8.67,2.98,Kısa Konç,KISAKONC,2023,6
1814,2023-01-17,GECE,A0013,15.75,4.97,Patik,CODE 3P.XX SHORT,2023,3
1815,2023-02-05,GECE,A0002,47.42,12.42,Patik,CODE 3P.XX SHORT,2023,5
1816,2023-01-11,GÜNDÜZ,A0007,7.67,2.98,Soket,DENIZ MAHSULLERİ,2023,2
1817,2023-01-11,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,2
1818,2023-02-17,GECE,A0004,14.0,0.0,Patik,CARERA PATİK,2023,7
1819,2023-01-13,GECE,A0011,14.83,3.5,Patik,2023-2,2023,2
1820,2023-01-10,GECE,A0035,11.83,4.68,Soket,TEK ARI,2023,2
1821,2023-01-17,GÜNDÜZ,A0008,9.83,2.09,Patik,2023-2,2023,3
1822,2023-01-12,GECE,A0010,14.58,4.17,Soket,TENIS KISAKONC,2023,2
1823,2023-02-01,GECE,A0005,13.17,6.63,Soket,3P-TENİS HAVLU,2023,5
1824,2023-01-05,GÜNDÜZ,A0008,8.08,3.33,Soket,DENIZ MAHSULLERİ,2023,1
1825,2023-01-31,GÜNDÜZ,A0017,10.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
1826,2023-01-20,GÜNDÜZ,A0002,6.5,2.5,Soket,FLORAL ANKLE,2023,3
1827,2023-02-21,GÜNDÜZ,A0005,6.25,3.99,Soket,3P-TENİS HAVLU,2023,8
1828,2023-02-07,GÜNDÜZ,A0002,16.42,4.41,Patik,CODE 3P.XX SHORT,2023,6
1829,2023-02-12,GECE,A0035,19.92,6.05,Patik,CODE 3P.XX SHORT,2023,6
1830,2023-01-15,GÜNDÜZ,A0036,25.67,8.08,Soket,2023-1,2023,2
1831,2023-02-20,GECE,A0020,12.33,4.45,Soket,BAYAN SOKET DUZ,2023,8
1832,2023-01-18,GÜNDÜZ,A0004,10.0,2.33,Patik,2023-2,2023,3
1833,2023-01-11,GÜNDÜZ,A0032,7.75,3.0,Soket,DALSIZ PAPTYA,2023,2
1834,2023-02-08,GÜNDÜZ,A0003,13.42,3.68,Patik,CODE 3P.XX SHORT,2023,6
1835,2023-01-07,GECE,A0034,21.0,0.0,Patik,CARERA PATİK,2023,1
1836,2023-01-18,GÜNDÜZ,A0008,9.83,2.07,Patik,2023-2,2023,3
1837,2023-01-13,GECE,A0003,12.08,4.2,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1838,2023-02-06,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,6
1839,2023-02-22,GECE,A0013,9.75,4.44,Soket,2023-15,2023,8
1840,2023-02-07,GECE,A0020,16.75,4.47,Patik,CODE 3P.XX SHORT,2023,6
1841,2023-01-18,GÜNDÜZ,A0029,12.08,2.84,Patik,CODE 3P.XX SHORT,2023,3
1842,2023-01-02,GÜNDÜZ,A0034,14.0,0.0,Patik,CARERA PATİK,2023,1
1843,2023-01-03,GÜNDÜZ,A0008,7.25,3.01,Soket,DENIZ MAHSULLERİ,2023,1
1844,2023-01-05,GÜNDÜZ,A0016,11.75,3.49,Kısa Konç,BRK-2,2023,1
1845,2023-01-17,GECE,A0024,14.33,3.27,Patik,2023-2,2023,3
1846,2023-02-06,GECE,A0035,14.75,5.11,Kısa Konç,KISAKONC,2023,6
1847,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1848,2023-01-11,GECE,A0036,19.17,6.19,Soket,2023-1,2023,2
1849,2023-01-12,GÜNDÜZ,A0009,10.33,2.49,Soket,POLKA DOTA TRAINER BLUE,2023,2
1850,2023-01-16,GECE,A0004,14.75,3.52,Patik,2023-2,2023,3
1851,2023-02-12,GECE,A0026,10.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
1852,2023-01-29,GECE,A0001,24.67,7.56,Kısa Konç,KISAKONC,2023,4
1853,2023-01-07,GECE,A0016,31.25,9.61,Kısa Konç,BRK-2,2023,1
1854,2023-01-04,GECE,A0004,32.5,12.7,Soket,TEK  PAPTYA,2023,1
1855,2023-01-27,GECE,A0003,15.33,4.3,Patik,CODE 3P.XX SHORT,2023,4
1856,2023-01-26,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,4
1857,2023-02-12,GECE,A0008,21.83,3.9,Babet,KAMUFLAJ  BABET,2023,6
1858,2023-01-18,GÜNDÜZ,A0013,8.67,2.78,Patik,CODE 3P.XX SHORT,2023,3
1859,2023-02-05,GECE,A0027,22.08,6.8,Kısa Konç,KISAKONC,2023,5
1860,2023-01-16,GECE,A0016,15.42,5.38,Soket,2023-1,2023,3
1861,2023-02-01,GÜNDÜZ,A0009,11.33,2.4,Patik,D,2023,5
1862,2023-02-05,GECE,A0019,26.17,5.72,Patik,BAYAN KONC SIMLI CEMBER,2023,5
1863,2023-01-18,GECE,A0030,16.42,4.23,Patik,CODE 3P.XX SHORT,2023,3
1864,2023-01-25,GÜNDÜZ,A0016,10.83,3.33,Patik,CODE 3P.XX SHORT,2023,4
1865,2023-02-01,GECE,A0028,16.5,5.14,Kısa Konç,KISAKONC,2023,5
1866,2023-02-21,GÜNDÜZ,A0032,6.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
1867,2023-02-10,GECE,A0015,25.92,8.1,Patik,CODE 3P.XX SHORT,2023,6
1868,2023-01-25,GECE,A0002,12.0,4.04,Soket,ÇİÇEKLI,2023,4
1869,2023-02-07,GECE,A0001,6.92,2.05,Kısa Konç,KISAKONC,2023,6
1870,2023-01-29,GECE,A0024,22.75,4.07,Babet,2023-3,2023,4
1871,2023-02-06,GECE,A0030,15.75,4.3,Patik,CODE 3P.XX SHORT,2023,6
1872,2023-02-15,GECE,A0006,26.0,0.0,Patik,CARERA PATİK,2023,7
1873,2023-01-02,GÜNDÜZ,A0023,4.75,1.84,Soket,FLAMINGO SOKET,2023,1
1874,2023-01-26,GÜNDÜZ,A0005,1.67,0.86,Soket,3P-TENİS HAVLU,2023,4
1875,2023-02-08,GECE,A0007,14.0,2.37,Babet,CEMBERLI BABET,2023,6
1876,2023-01-23,GECE,A0021,17.42,4.46,Patik,CODE 3P.XX SHORT,2023,4
1877,2023-02-12,GECE,A0012,7.58,2.7,Kısa Konç,KISAKONC,2023,6
1878,2023-01-03,GÜNDÜZ,A0024,8.0,3.05,Soket,FLAMINGO SOKET,2023,1
1879,2023-02-13,GECE,A0006,14.0,0.0,Patik,CARERA PATİK,2023,7
1880,2023-01-10,GÜNDÜZ,A0004,8.0,3.07,Soket,TEK  PAPTYA,2023,2
1881,2023-01-15,GÜNDÜZ,A0031,5.25,0.92,Babet,3PK LOW CUT NO SHOW SOCKS,2023,2
1882,2023-02-08,GECE,A0004,13.33,5.1,Kısa Konç,KISAKONC,2023,6
1883,2023-01-15,GÜNDÜZ,A0035,8.67,3.48,Soket,TEK ARI,2023,2
1884,2023-01-18,GECE,A0016,0.08,0.0,Soket,2023-1,2023,3
1885,2023-02-17,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,7
1886,2023-01-17,GECE,A0018,21.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
1887,2023-02-07,GÜNDÜZ,A0026,1.0,0.0,Patik,KARE SIMLI PATİK,2023,6
1888,2023-02-17,GÜNDÜZ,A0005,8.0,4.12,Soket,3P-TENİS HAVLU,2023,7
1889,2023-01-23,GÜNDÜZ,A0010,12.5,3.2,Patik,CODE 3P.XX SHORT,2023,4
1890,2023-01-12,GECE,A0020,10.42,3.73,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1891,2023-01-03,GÜNDÜZ,A0030,8.42,2.92,Soket,POLKA DOTA ANKLE BLUE,2023,1
1892,2023-01-16,GECE,A0012,14.92,4.62,Soket,2023-1,2023,3
1893,2023-02-05,GECE,A0031,24.0,4.31,Babet,2023-3,2023,5
1894,2023-01-30,GÜNDÜZ,A0026,13.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,5
1895,2023-02-21,GÜNDÜZ,A0011,0.08,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
1896,2023-02-06,GÜNDÜZ,A0014,10.42,3.62,Kısa Konç,KISAKONC,2023,6
1897,2023-02-05,GECE,A0024,24.5,4.43,Babet,NOKTALI  BABET,2023,5
1898,2023-01-02,GECE,A0017,13.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
1899,2023-02-20,GECE,A0004,6.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
1900,2023-02-08,GÜNDÜZ,A0007,9.75,1.64,Babet,CEMBERLI BABET,2023,6
1901,2023-01-04,GECE,A0007,31.42,12.7,Soket,DENIZ MAHSULLERİ,2023,1
1902,2023-01-26,GÜNDÜZ,A0022,14.67,3.38,Patik,2023-2,2023,4
1903,2023-02-09,GECE,A0033,14.33,2.5,Babet,KÜÇÜK YILDIZ BABET,2023,6
1904,2023-02-14,GÜNDÜZ,A0028,8.33,2.88,Soket,PUNALI SOKET,2023,7
1905,2023-01-17,GECE,A0022,15.08,3.48,Patik,2023-2,2023,3
1906,2023-01-09,GECE,A0002,11.75,4.47,Soket,FLORAL ANKLE,2023,2
1907,2023-01-12,GÜNDÜZ,A0016,10.42,3.74,Soket,2023-1,2023,2
1908,2023-01-11,GECE,A0029,11.58,4.66,Soket,FLORAL ANKLE,2023,2
1909,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1910,2023-02-09,GÜNDÜZ,A0013,10.42,3.29,Patik,CODE 3P.XX SHORT,2023,6
1911,2023-01-13,GECE,A0020,11.67,4.11,Soket,RIB ANKLE PURPLE,2023,2
1912,2023-02-05,GECE,A0026,31.0,0.0,Patik,KARE SIMLI PATİK,2023,5
1913,2023-02-13,GECE,A0019,15.5,3.26,Patik,TEK NOKTA PATİK,2023,7
1914,2023-01-17,GECE,A0032,12.58,4.05,Patik,CODE 3P.XX SHORT,2023,3
1915,2023-02-10,GECE,A0025,23.92,7.55,Patik,CODE 3P.XX SHORT,2023,6
1916,2023-01-25,GÜNDÜZ,A0036,9.58,3.0,Patik,CODE 3P.XX SHORT,2023,4
1917,2023-01-10,GECE,A0032,12.0,4.62,Soket,DALSIZ PAPTYA,2023,2
1918,2023-01-07,GECE,A0013,20.92,8.33,Soket,EKRU ÇOK ARI,2023,1
1919,2023-02-07,GECE,A0031,14.08,2.4,Babet,BUYUK  YILDIZ BABET,2023,6
1920,2023-01-26,GÜNDÜZ,A0014,13.75,4.25,Patik,CODE 3P.XX SHORT,2023,4
1921,2023-01-20,GECE,A0031,13.92,2.45,Babet,2023-3,2023,3
1922,2023-01-06,GECE,A0016,16.92,5.26,Kısa Konç,BRK-2,2023,1
1923,2023-01-25,GÜNDÜZ,A0019,11.58,3.28,Kısa Konç,KISAKONC,2023,4
1924,2023-02-13,GÜNDÜZ,A0002,9.58,3.57,Soket,KALPLI SOKET,2023,7
1925,2023-01-12,GÜNDÜZ,A0035,8.0,3.13,Soket,TEK ARI,2023,2
1926,2023-01-23,GECE,A0015,13.0,4.04,Patik,CODE 3P.XX SHORT,2023,4
1927,2023-02-07,GÜNDÜZ,A0010,11.58,3.03,Patik,CODE 3P.XX SHORT,2023,6
1928,2023-02-16,GÜNDÜZ,A0029,6.08,2.41,Soket,PUNALI SOKET,2023,7
1929,2023-01-26,GÜNDÜZ,A0033,8.75,1.59,Babet,2023-3,2023,4
1930,2023-02-20,GECE,A0032,7.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
1931,2023-01-19,GECE,A0011,14.75,3.45,Patik,2023-2,2023,3
1932,2023-02-01,GÜNDÜZ,A0014,8.33,2.95,Kısa Konç,KISAKONC,2023,5
1933,2023-02-07,GECE,A0003,15.5,4.32,Patik,CODE 3P.XX SHORT,2023,6
1934,2023-01-12,GECE,A0007,11.92,4.68,Soket,DENIZ MAHSULLERİ,2023,2
1935,2023-02-09,GÜNDÜZ,A0023,10.08,2.15,Patik,2023-2,2023,6
1936,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1937,2023-02-14,GECE,A0024,14.08,2.43,Babet,KARE  BABET,2023,7
1938,2023-01-19,GECE,A0034,16.0,0.0,Patik,CARERA PATİK,2023,3
1939,2023-02-20,GECE,A0017,17.0,0.0,Patik,KOPEK PATİK,2023,8
1940,2023-02-22,GÜNDÜZ,A0005,7.33,4.61,Soket,3P-TENİS HAVLU,2023,8
1941,2023-01-31,GECE,A0016,14.75,5.23,Kısa Konç,KISAKONC,2023,5
1942,2023-01-20,GÜNDÜZ,A0007,8.92,1.83,Patik,2023-2,2023,3
1943,2023-02-17,GECE,A0033,13.75,2.21,Babet,2023-3,2023,7
1944,2023-02-21,GÜNDÜZ,A0014,10.75,3.38,Patik,CODE 3P.XX SHORT,2023,8
1945,2023-02-13,GECE,A0014,14.83,4.58,Patik,CODE 3P.XX SHORT,2023,7
1946,2023-02-10,GECE,A0033,22.5,4.01,Babet,KÜÇÜK YILDIZ BABET,2023,6
1947,2023-02-15,GECE,A0020,23.75,8.12,Soket,CEMBERLI SOKET,2023,7
1948,2023-02-22,GÜNDÜZ,A0008,7.58,4.94,Soket,3P-TENİS HAVLU,2023,8
1949,2023-02-10,GECE,A0010,26.25,6.85,Patik,CODE 3P.XX SHORT,2023,6
1950,2023-01-18,GÜNDÜZ,A0017,4.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
1951,2023-01-10,GÜNDÜZ,A0021,8.0,2.94,Soket,FLORAL ANKLE,2023,2
1952,2023-01-31,GECE,A0019,16.75,3.59,Patik,BAYAN KONC SIMLI CEMBER,2023,5
1953,2023-02-09,GÜNDÜZ,A0035,10.67,3.75,Kısa Konç,KISAKONC,2023,6
1954,2023-02-21,GECE,A0020,12.5,4.62,Soket,BAYAN SOKET DUZ,2023,8
1955,2023-02-16,GECE,A0004,12.0,0.0,Patik,CARERA PATİK,2023,7
1956,2023-01-06,GÜNDÜZ,A0033,7.33,3.0,Soket,DENIZ MAHSULLERİ,2023,1
1957,2023-01-23,GECE,A0030,15.42,4.22,Patik,CODE 3P.XX SHORT,2023,4
1958,2023-01-24,GECE,A0021,16.92,4.4,Patik,CODE 3P.XX SHORT,2023,4
1959,2023-01-20,GÜNDÜZ,A0027,7.75,2.01,Patik,CODE 3P.XX SHORT,2023,3
1960,2023-02-14,GÜNDÜZ,A0003,7.25,1.95,Patik,CODE 3P.XX SHORT,2023,7
1961,2023-01-10,GÜNDÜZ,A0015,8.25,3.01,Soket,2023-1,2023,2
1962,2023-01-25,GECE,A0001,7.5,2.28,Kısa Konç,KISAKONC,2023,4
1963,2023-01-09,GECE,A0020,11.58,4.07,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1964,2023-01-17,GECE,A0011,13.67,3.13,Patik,2023-2,2023,3
1965,2023-02-13,GECE,A0023,17.0,3.72,Patik,2023-2,2023,7
1966,2023-01-17,GÜNDÜZ,A0018,9.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
1967,2023-01-27,GECE,A0032,7.67,5.15,Havlu,HAVLU TENIS,2023,4
1968,2023-02-14,GÜNDÜZ,A0010,11.33,2.92,Patik,CODE 3P.XX SHORT,2023,7
1969,2023-01-30,GECE,A0025,14.75,5.2,Kısa Konç,KISAKONC,2023,5
1970,2023-01-10,GECE,A0033,11.17,4.45,Soket,DENIZ MAHSULLERİ,2023,2
1971,2023-01-09,GECE,A0008,11.67,4.86,Soket,DENIZ MAHSULLERİ,2023,2
1972,2023-02-06,GECE,A0015,14.42,5.16,Kısa Konç,KISAKONC,2023,6
1973,2023-01-16,GECE,A0019,12.0,4.04,Soket,RIB ANKLE PURPLE,2023,3
1974,2023-01-05,GECE,A0011,16.25,5.02,Kısa Konç,BRK-2,2023,1
1975,2023-01-10,GÜNDÜZ,A0003,7.92,2.78,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1976,2023-01-20,GECE,A0024,13.0,2.93,Patik,2023-2,2023,3
1977,2023-01-02,GÜNDÜZ,A0002,9.08,3.61,Soket,FLORAL ANKLE,2023,1
1978,2023-02-05,GECE,A0016,24.83,8.84,Kısa Konç,KISAKONC,2023,5
1979,2023-02-08,GECE,A0032,11.92,7.12,Soket,3P-TENİS HAVLU,2023,6
1980,2023-02-22,GÜNDÜZ,A0034,9.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
1981,2023-01-24,GÜNDÜZ,A0013,10.58,3.29,Patik,CODE 3P.XX SHORT,2023,4
1982,2023-01-07,GECE,A0005,20.83,8.37,Soket,MAVI COKLU ARI,2023,1
1983,2023-01-26,GÜNDÜZ,A0007,14.33,3.11,Patik,2023-2,2023,4
1984,2023-02-20,GECE,A0020,14.08,4.78,Soket,CEMBERLI SOKET,2023,8
1985,2023-01-17,GECE,A0019,7.0,2.4,Soket,RIB ANKLE PURPLE,2023,3
1986,2023-01-29,GECE,A0018,20.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
1987,2023-01-09,GECE,A0013,11.42,4.25,Soket,EKRU ÇOK ARI,2023,2
1988,2023-01-20,GÜNDÜZ,A0013,9.0,2.86,Patik,CODE 3P.XX SHORT,2023,3
1989,2023-02-12,GECE,A0015,26.17,8.05,Patik,CODE 3P.XX SHORT,2023,6
1990,2023-02-01,GÜNDÜZ,A0031,9.5,1.68,Babet,2023-3,2023,5
1991,2023-01-29,GECE,A0026,32.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
1992,2023-02-12,GECE,A0021,24.0,7.2,Patik,KISAKONC SİM ÇEMBER,2023,6
1993,2023-01-19,GÜNDÜZ,A0009,21.17,5.08,Patik,CODE 3P.XX SHORT,2023,3
1994,2023-01-22,GECE,A0035,24.67,7.61,Patik,CODE 3P.XX SHORT,2023,3
1995,2023-01-02,GÜNDÜZ,A0036,12.0,4.18,Soket,2023-1,2023,1
1996,2023-01-23,GECE,A0006,10.0,0.0,Patik,CARERA PATİK,2023,4
1997,2023-01-19,GECE,A0016,15.5,4.79,Patik,CODE 3P.XX SHORT,2023,3
1998,2023-01-02,GECE,A0006,12.0,0.0,Patik,CARERA PATİK,2023,1
1999,2023-01-27,GECE,A0029,15.25,4.75,Kısa Konç,KISAKONC,2023,4
2000,2023-01-02,GECE,A0031,12.83,2.51,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
2001,2023-01-30,GÜNDÜZ,A0005,8.42,4.22,Soket,3P-TENİS HAVLU,2023,5
2002,2023-01-09,GÜNDÜZ,A0006,10.0,0.0,Patik,CARERA PATİK,2023,2
2003,2023-01-10,GECE,A0027,12.83,4.09,Soket,MANTAR DESEN,2023,2
2004,2023-02-13,GÜNDÜZ,A0011,10.75,1.9,Babet,CEMBERLI BABET,2023,7
2005,2023-01-08,GÜNDÜZ,A0030,10.92,3.88,Soket,POLKA DOTA ANKLE BLUE,2023,1
2006,2023-01-02,GECE,A0028,14.42,5.02,Soket,KRAL TACI,2023,1
2007,2023-01-16,GECE,A0009,17.25,4.17,Patik,CODE 3P.XX SHORT,2023,3
2008,2023-01-25,GÜNDÜZ,A0027,11.33,3.12,Patik,CODE 3P.XX SHORT,2023,4
2009,2023-01-25,GECE,A0006,15.0,0.0,Patik,CARERA PATİK,2023,4
2010,2023-01-27,GECE,A0012,16.08,4.94,Patik,CODE 3P.XX SHORT,2023,4
2011,2023-01-18,GÜNDÜZ,A0019,8.25,2.83,Soket,RIB ANKLE PURPLE,2023,3
2012,2023-01-18,GÜNDÜZ,A0002,8.0,3.18,Soket,FLORAL ANKLE,2023,3
2013,2023-02-17,GECE,A0023,14.0,3.68,Soket,CEMBERLI YILDIZLI PATİK,2023,7
2014,2023-02-01,GÜNDÜZ,A0017,14.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
2015,2023-02-13,GECE,A0022,14.83,3.228,Patik,2023-2,2023,7
2016,2023-01-23,GÜNDÜZ,A0008,11.0,2.33,Patik,2023-2,2023,4
2017,2023-01-02,GÜNDÜZ,A0017,11.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
2018,2023-01-13,GÜNDÜZ,A0032,7.25,2.71,Soket,DALSIZ PAPTYA,2023,2
2019,2023-01-09,GÜNDÜZ,A0035,8.17,3.24,Soket,TEK ARI,2023,2
2020,2023-01-19,GECE,A0031,13.92,2.46,Babet,2023-3,2023,3
2021,2023-02-03,GECE,A0027,16.58,5.14,Kısa Konç,KISAKONC,2023,5
2022,2023-02-03,GÜNDÜZ,A0015,8.75,3.12,Kısa Konç,KISAKONC,2023,5
2023,2023-01-06,GÜNDÜZ,A0025,7.42,2.75,Soket,FLAMINGO SOKET,2023,1
2024,2023-02-21,GÜNDÜZ,A0004,2.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
2025,2023-01-22,GECE,A0020,26.83,7.46,Patik,CODE 3P.XX SHORT,2023,3
2026,2023-01-20,GÜNDÜZ,A0010,10.17,2.63,Patik,CODE 3P.XX SHORT,2023,3
2027,2023-02-07,GÜNDÜZ,A0023,9.42,2.2,Patik,2023-2,2023,6
2028,2023-02-09,GECE,A0028,11.83,4.02,Soket,PUNALI SOKET,2023,6
2029,2023-02-13,GÜNDÜZ,A0010,12.67,3.3,Patik,CODE 3P.XX SHORT,2023,7
2030,2023-01-02,GÜNDÜZ,A0031,10.33,2.04,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
2031,2023-01-25,GECE,A0020,16.17,4.41,Patik,CODE 3P.XX SHORT,2023,4
2032,2023-01-06,GÜNDÜZ,A0008,7.42,3.01,Soket,DENIZ MAHSULLERİ,2023,1
2033,2023-01-11,GÜNDÜZ,A0021,8.25,3.03,Soket,FLORAL ANKLE,2023,2
2034,2023-02-20,GECE,A0002,12.92,4.48,Soket,KALPLI SOKET,2023,8
2035,2023-01-18,GECE,A0031,13.33,2.34,Babet,2023-3,2023,3
2036,2023-01-02,GECE,A0034,11.0,0.0,Patik,CARERA PATİK,2023,1
2037,2023-02-01,GECE,A0002,12.17,4.62,Soket,COK ÇİÇEKLİ,2023,5
2038,2023-02-02,GECE,A0006,16.0,0.0,Patik,CARERA PATİK,2023,5
2039,2023-01-27,GÜNDÜZ,A0036,4.0,1.92,Soket,SÜPERCITY TENIS,2023,4
2040,2023-01-30,GECE,A0016,22.92,5.32,Kısa Konç,KISAKONC,2023,5
2041,2023-01-19,GÜNDÜZ,A0034,10.0,0.0,Patik,CARERA PATİK,2023,3
2042,2023-01-15,GÜNDÜZ,A0001,15.92,5.85,Soket,DALGA DESEN,2023,2
2043,2023-02-14,GÜNDÜZ,A0027,7.83,2.79,Soket,PUNALI SOKET,2023,7
2044,2023-01-30,GECE,A0027,13.08,4.14,Kısa Konç,KISAKONC,2023,5
2045,2023-02-13,GECE,A0020,12.83,4.62,Soket,CEMBERLI SOKET,2023,7
2046,2023-01-11,GÜNDÜZ,A0020,7.83,2.81,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2047,2023-02-16,GÜNDÜZ,A0031,11.25,1.94,Babet,KARE  BABET,2023,7
2048,2023-01-06,GECE,A0025,6.17,2.3,Soket,FLAMINGO SOKET,2023,1
2049,2023-02-21,GÜNDÜZ,A0030,8.67,3.02,Soket,KALPLI SOKET,2023,8
