Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Sağlam(dz),Miktar (kg.),Ürün Grubu
 10.Jan.2023,GECE,A0036,2023-1,16.67,5.360,BAYAN SOKET
 10.Jan.2023,GECE,A0010,DALMACYA RENKLI,4.33,1.500,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,8.42,2.700,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0025,TEK ARI,8.00,2.980,BAYAN SOKET
 10.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,11.58,4.070,BAYAN SOKET
 10.Jan.2023,GECE,A0028,MANTAR DESEN,13.33,4.250,BAYAN SOKET
 10.Jan.2023,GECE,A0029,FLORAL ANKLE,7.08,2.800,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,7.83,3.140,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,5.83,1.840,BAYAN SOKET
 09.Jan.2023,GECE,A0021,FLORAL ANKLE,3.75,1.350,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,8.58,2.930,BAYAN SOKET
 09.Jan.2023,GECE,A0032,DALSIZ PAPTYA,4.58,1.780,BAYAN SOKET
 09.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,11.17,4.500,BAYAN SOKET
 09.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.67,4.650,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,8.42,2.880,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,8.92,2.810,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,7.67,3.080,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,8.08,2.800,BAYAN SOKET
 09.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,12.25,4.060,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,11.00,0.000,BAYAN PATİK
 09.Jan.2023,GÜNDÜZ,A0012,2023-1,10.17,3.490,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,8.33,3.190,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,8.58,3.290,BAYAN SOKET
 09.Jan.2023,GECE,A0025,TEK ARI,11.08,4.390,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,7.50,2.930,BAYAN SOKET
 09.Jan.2023,GECE,A0032,DALSIZ PAPTYA,7.25,2.800,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,4.00,0.000,BAYAN KISAKONC
 09.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,7.83,3.230,BAYAN SOKET
 09.Jan.2023,GECE,A0014,DALLI   PAPTYA,11.67,4.610,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,8.42,2.880,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,8.17,2.970,BAYAN SOKET
 09.Jan.2023,GECE,A0006,CARERA PATİK,16.00,0.000,ERKEK PATİK
 09.Jan.2023,GECE,A0029,FLORAL ANKLE,11.17,4.500,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0035,TEK ARI,8.17,3.240,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 09.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.42,4.250,BAYAN SOKET
 09.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,11.67,4.860,BAYAN SOKET
 09.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,11.58,4.070,BAYAN SOKET
 09.Jan.2023,GECE,A0002,FLORAL ANKLE,11.75,4.470,BAYAN SOKET
 09.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,12.17,4.410,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0011,2023-1,9.67,3.190,BAYAN SOKET
 09.Jan.2023,GECE,A0027,MANTAR DESEN,12.92,4.060,BAYAN SOKET
 09.Jan.2023,GECE,A0022,2023-1,14.50,5.100,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,8.50,3.000,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,8.17,3.170,BAYAN SOKET
 09.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,1.83,0.350,ÇETİK
 09.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,11.17,4.130,BAYAN SOKET
 09.Jan.2023,GECE,A0010,DALMACYA RENKLI,12.67,4.400,BAYAN SOKET
 09.Jan.2023,GECE,A0017,TUBE CEMBERLI ,16.00,0.000,BAYAN KISAKONC
 09.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,8.25,3.190,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0015,2023-1,7.42,2.660,BAYAN SOKET
 09.Jan.2023,GECE,A0036,2023-1,13.75,4.640,BAYAN SOKET
 09.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,11.50,4.060,BAYAN SOKET
 09.Jan.2023,GECE,A0011,2023-1,14.17,4.700,BAYAN SOKET
 09.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,11.58,4.580,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,11.00,0.000,ERKEK PATİK
 09.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,8.67,3.090,BAYAN SOKET
 09.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,11.58,2.190,ÇETİK
 09.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,8.25,3.160,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0016,BRK-2,11.83,3.710,KISA KONÇ
 09.Jan.2023,GECE,A0004,TEK  PAPTYA,11.92,4.600,BAYAN SOKET
 09.Jan.2023,GECE,A0021,FLORAL ANKLE,8.42,3.000,BAYAN SOKET
 09.Jan.2023,GECE,A0016,2023-1,14.50,5.240,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0024,FLAMINGO SOKET,8.17,3.200,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,8.08,2.800,BAYAN SOKET
 09.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 09.Jan.2023,GÜNDÜZ,A0036,2023-1,10.50,3.570,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,8.08,3.200,BAYAN SOKET
 09.Jan.2023,GECE,A0015,2023-1,15.33,5.510,BAYAN SOKET
 09.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,17.00,0.000,BAYAN PATİK
 09.Jan.2023,GECE,A0012,2023-1,14.67,5.100,BAYAN SOKET
 09.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,10.08,3.550,BAYAN SOKET
 09.Jan.2023,GECE,A0023,2023-1,15.67,5.620,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,9.25,1.730,ÇETİK
 09.Jan.2023,GÜNDÜZ,A0025,TEK ARI,8.00,3.130,BAYAN SOKET
 09.Jan.2023,GECE,A0024,FLAMINGO SOKET,11.92,4.590,BAYAN SOKET
 09.Jan.2023,GECE,A0035,TEK ARI,11.92,4.720,BAYAN SOKET
 09.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,8.67,3.110,BAYAN SOKET
 09.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,2.58,0.920,BAYAN SOKET
 09.Jan.2023,GECE,A0028,MANTAR DESEN,12.92,4.090,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0015,2023-1,29.25,10.100,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0036,2023-1,24.00,8.280,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,18.75,7.390,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,9.00,3.620,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,28.00,0.000,BAYAN PATİK
 08.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,17.67,6.410,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,9.58,3.660,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,18.75,6.520,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,19.00,0.000,ERKEK PATİK
 08.Jan.2023,GÜNDÜZ,A0025,FLAMINGO SOKET,3.33,1.270,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0024,FLAMINGO SOKET,18.33,7.150,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,20.17,6.430,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0022,2023-1,24.58,8.580,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,17.67,6.470,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,6.83,2.410,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,10.92,3.880,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0025,TEK ARI,14.42,5.630,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,20.17,6.380,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,17.42,7.270,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,18.00,7.170,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,14.92,6.040,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,22.00,0.000,ERKEK PATİK
 08.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,18.50,6.310,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,19.08,7.310,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,13.08,4.750,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,17.42,6.980,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,21.25,3.980,ÇETİK
 08.Jan.2023,GÜNDÜZ,A0023,2023-1,23.92,8.460,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0012,2023-1,22.50,7.830,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,13.25,5.160,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,17.25,6.790,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,1.75,0.650,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,17.58,6.280,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,9.08,3.630,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,5.50,2.150,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0016,BRK-2,28.17,9.110,KISA KONÇ
 08.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,6.33,2.310,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,9.67,3.690,BAYAN SOKET
 08.Jan.2023,GÜNDÜZ,A0035,TEK ARI,18.75,7.470,BAYAN SOKET
 07.Jan.2023,GECE,A0036,2023-1,21.33,7.400,BAYAN SOKET
 07.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,26.17,4.710,ÇETİK
 07.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,2.08,0.850,BAYAN SOKET
 07.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,12.75,5.100,BAYAN SOKET
 07.Jan.2023,GECE,A0024,FLAMINGO SOKET,5.50,2.120,BAYAN SOKET
 07.Jan.2023,GECE,A0015,2023-1,27.17,9.830,BAYAN SOKET
 07.Jan.2023,GECE,A0012,BRK-2,30.67,9.030,KISA KONÇ
 07.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,26.33,9.280,BAYAN SOKET
 07.Jan.2023,GECE,A0005,MAVI COKLU ARI,20.83,8.370,BAYAN SOKET
 07.Jan.2023,GECE,A0013,EKRU ÇOK ARI,20.92,8.330,BAYAN SOKET
 07.Jan.2023,GECE,A0016,BRK-2,31.25,9.610,KISA KONÇ
 07.Jan.2023,GECE,A0034,CARERA PATİK,21.00,0.000,ERKEK PATİK
 07.Jan.2023,GECE,A0024,FLAMINGO SOKET,8.83,3.420,BAYAN SOKET
 07.Jan.2023,GECE,A0032,DALSIZ PAPTYA,21.58,8.490,BAYAN SOKET
 07.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,20.00,8.170,BAYAN SOKET
 07.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,19.08,7.970,BAYAN SOKET
 07.Jan.2023,GECE,A0006,CARERA PATİK,25.00,0.000,ERKEK PATİK
 07.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,19.33,7.260,BAYAN SOKET
 07.Jan.2023,GECE,A0010,FOX  SAKES,18.25,5.910,BAYAN SOKET
 07.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,21.83,7.710,BAYAN SOKET
 07.Jan.2023,GECE,A0004,TEK  PAPTYA,22.17,8.600,BAYAN SOKET
 07.Jan.2023,GECE,A0002,FLORAL ANKLE,21.33,8.220,BAYAN SOKET
 07.Jan.2023,GECE,A0027,MANTAR DESEN,26.42,8.410,BAYAN SOKET
 07.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,21.75,7.540,BAYAN SOKET
 07.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,53.00,0.000,BAYAN PATİK
 07.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,21.92,7.980,BAYAN SOKET
 07.Jan.2023,GECE,A0017,TUBE CEMBERLI ,60.00,0.000,BAYAN KISAKONC
 07.Jan.2023,GECE,A0011,BRK-2,30.67,9.800,KISA KONÇ
 07.Jan.2023,GECE,A0035,TEK ARI,21.33,8.630,BAYAN SOKET
 07.Jan.2023,GECE,A0025,FLAMINGO SOKET,21.25,7.910,BAYAN SOKET
 07.Jan.2023,GECE,A0028,MANTAR DESEN,20.08,6.510,BAYAN SOKET
 07.Jan.2023,GECE,A0014,DALLI   PAPTYA,22.00,8.530,BAYAN SOKET
 07.Jan.2023,GECE,A0021,FLORAL ANKLE,22.17,7.870,BAYAN SOKET
 07.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,2.67,1.000,BAYAN SOKET
 07.Jan.2023,GECE,A0010,DALMACYA RENKLI,4.75,1.640,BAYAN SOKET
 07.Jan.2023,GECE,A0022,2023-1,26.33,9.580,BAYAN SOKET
 07.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,8.92,3.570,BAYAN SOKET
 07.Jan.2023,GECE,A0023,2023-1,26.08,9.580,BAYAN SOKET
 07.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,20.08,7.180,BAYAN SOKET
 07.Jan.2023,GECE,A0029,FLORAL ANKLE,19.33,7.860,BAYAN SOKET
 06.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 06.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,7.42,2.890,BAYAN SOKET
 06.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,12.00,4.630,BAYAN SOKET
 06.Jan.2023,GECE,A0012,BRK-2,17.17,4.920,KISA KONÇ
 06.Jan.2023,GECE,A0015,2023-1,15.08,5.270,BAYAN SOKET
 06.Jan.2023,GECE,A0028,KRAL TACI,9.50,3.160,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,8.00,2.620,BAYAN SOKET
 06.Jan.2023,GECE,A0027,MANTAR DESEN,12.83,4.080,BAYAN SOKET
 06.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,12.00,4.210,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,7.25,2.700,BAYAN SOKET
 06.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,2.83,1.070,BAYAN SOKET
 06.Jan.2023,GECE,A0010,FOX  SAKES,13.42,4.300,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,7.83,3.010,BAYAN SOKET
 06.Jan.2023,GECE,A0004,TEK  PAPTYA,12.08,4.710,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,11.00,0.000,ERKEK PATİK
 06.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,11.00,0.000,BAYAN KISAKONC
 06.Jan.2023,GECE,A0014,DALLI   PAPTYA,11.92,4.660,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,7.33,2.600,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,5.50,2.180,BAYAN SOKET
 06.Jan.2023,GECE,A0022,2023-1,14.83,5.040,BAYAN SOKET
 06.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,11.08,4.530,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,7.08,2.780,BAYAN SOKET
 06.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,9.42,3.320,BAYAN SOKET
 06.Jan.2023,GECE,A0025,FLAMINGO SOKET,6.17,2.300,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,7.42,3.010,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0025,FLAMINGO SOKET,7.42,2.750,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,7.33,3.000,BAYAN SOKET
 06.Jan.2023,GECE,A0016,BRK-2,16.92,5.260,KISA KONÇ
 06.Jan.2023,GECE,A0024,FLAMINGO SOKET,11.17,4.310,BAYAN SOKET
 06.Jan.2023,GECE,A0029,FLORAL ANKLE,9.58,3.890,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,7.17,2.920,BAYAN SOKET
 06.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,9.25,3.400,BAYAN SOKET
 06.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,11.17,4.590,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0035,TEK ARI,7.42,3.010,BAYAN SOKET
 06.Jan.2023,GECE,A0017,TUBE CEMBERLI ,16.00,0.000,BAYAN KISAKONC
 06.Jan.2023,GECE,A0011,BRK-2,16.33,5.090,KISA KONÇ
 06.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,7.58,2.630,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0022,2023-1,9.33,3.200,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0015,2023-1,9.58,3.360,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,7.83,3.020,BAYAN SOKET
 06.Jan.2023,GECE,A0021,FLORAL ANKLE,12.08,4.460,BAYAN SOKET
 06.Jan.2023,GECE,A0006,CARERA PATİK,12.00,0.000,ERKEK PATİK
 06.Jan.2023,GECE,A0032,DALSIZ PAPTYA,5.33,2.070,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0011,BRK-2,10.67,3.260,KISA KONÇ
 06.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,9.00,0.000,ERKEK PATİK
 06.Jan.2023,GECE,A0034,CARERA PATİK,2.00,0.000,ERKEK PATİK
 06.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,7.83,2.880,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,7.08,2.780,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0016,BRK-2,10.58,3.230,KISA KONÇ
 06.Jan.2023,GECE,A0002,FLORAL ANKLE,11.83,4.580,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0036,2023-1,9.00,3.120,BAYAN SOKET
 06.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,12.17,4.120,BAYAN SOKET
 06.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,10.42,1.830,ÇETİK
 06.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,7.42,2.580,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,7.67,2.950,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0028,KRAL TACI,8.33,2.800,BAYAN SOKET
 06.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.42,4.450,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,21.00,7.380,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,8.42,1.470,ÇETİK
 06.Jan.2023,GÜNDÜZ,A0010,FOX  SAKES,8.83,2.810,BAYAN SOKET
 06.Jan.2023,GECE,A0036,2023-1,14.00,4.860,BAYAN SOKET
 06.Jan.2023,GECE,A0032,DALSIZ PAPTYA,7.08,2.790,BAYAN SOKET
 06.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,11.75,4.410,BAYAN SOKET
 06.Jan.2023,GÜNDÜZ,A0012,BRK-2,10.67,3.230,KISA KONÇ
 06.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,7.92,2.870,BAYAN SOKET
 06.Jan.2023,GECE,A0023,2023-1,14.58,5.210,BAYAN SOKET
 06.Jan.2023,GECE,A0035,TEK ARI,11.42,4.630,BAYAN SOKET
 06.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,11.67,4.080,BAYAN SOKET
 06.Jan.2023,GECE,A0025,FLAMINGO SOKET,5.17,1.950,BAYAN SOKET
 06.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.33,4.520,BAYAN SOKET
 05.Jan.2023,GECE,A0016,BRK-2,17.42,5.150,KISA KONÇ
 05.Jan.2023,GÜNDÜZ,A0022,2023-1,8.92,3.020,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0036,2023-1,9.83,3.380,BAYAN SOKET
 05.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.42,4.440,BAYAN SOKET
 05.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,11.92,4.150,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,7.83,2.850,BAYAN SOKET
 05.Jan.2023,GECE,A0028,KRAL TACI,13.25,4.480,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,8.58,3.190,BAYAN SOKET
 05.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,9.00,1.560,ÇETİK
 05.Jan.2023,GÜNDÜZ,A0010,FOX  SAKES,9.00,2.940,BAYAN SOKET
 05.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,0.17,4.480,BAYAN SOKET
 05.Jan.2023,GECE,A0036,2023-1,14.83,5.120,BAYAN SOKET
 05.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,11.92,4.800,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0024,FLAMINGO SOKET,12.08,4.620,BAYAN SOKET
 05.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,3.25,0.560,ÇETİK
 05.Jan.2023,GECE,A0024,FLAMINGO SOKET,12.42,4.700,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,8.17,3.120,BAYAN SOKET
 05.Jan.2023,GECE,A0011,BRK-2,16.25,5.020,KISA KONÇ
 05.Jan.2023,GÜNDÜZ,A0016,BRK-2,11.75,3.490,KISA KONÇ
 05.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,8.08,3.330,BAYAN SOKET
 05.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,12.33,4.550,BAYAN SOKET
 05.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 05.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,11.50,4.050,BAYAN SOKET
 05.Jan.2023,GECE,A0021,FLORAL ANKLE,11.75,4.400,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,6.50,2.600,BAYAN SOKET
 05.Jan.2023,GECE,A0015,2023-1,13.25,4.640,BAYAN SOKET
 05.Jan.2023,GECE,A0022,2023-1,13.50,4.530,BAYAN SOKET
 05.Jan.2023,GECE,A0012,BRK-2,16.92,5.050,KISA KONÇ
 05.Jan.2023,GECE,A0014,DALLI   PAPTYA,11.83,4.570,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 05.Jan.2023,GÜNDÜZ,A0025,FLAMINGO SOKET,19.42,7.320,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,8.00,0.000,ERKEK PATİK
 05.Jan.2023,GECE,A0004,TEK  PAPTYA,5.17,2.000,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,8.42,3.310,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,7.92,2.740,BAYAN SOKET
 05.Jan.2023,GECE,A0004,TEK  PAPTYA,6.92,2.680,BAYAN SOKET
 05.Jan.2023,GECE,A0017,TUBE CEMBERLI ,26.00,0.000,BAYAN KISAKONC
 05.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,12.42,4.570,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,20.00,0.000,ÇETİK
 05.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,6.67,2.300,BAYAN SOKET
 05.Jan.2023,GECE,A0032,DALSIZ PAPTYA,10.75,4.200,BAYAN SOKET
 05.Jan.2023,GECE,A0002,FLORAL ANKLE,11.75,4.540,BAYAN SOKET
 05.Jan.2023,GECE,A0023,FLAMINGO SOKET,10.67,3.980,BAYAN SOKET
 05.Jan.2023,GÜNDÜZ,A0023,FLAMINGO SOKET,20.50,7.650,BAYAN SOKET
 05.Jan.2023,GECE,A0010,FOX  SAKES,13.17,4.330,BAYAN SOKET
